Region,Country,State/Province,Standard of Living,Cost of Living (Index),Income Tax Rate (%),GNH,GDP (in USD Trillions),Average Income (USD),Employment Rate (%),"Crime Rate (per 100,000)",No. of Unicorns,Population (millions),Life Expectancy (years),Internet Penetration (%),Literacy Rate (%),Healthcare Quality Index,Education Index,Public Debt (% of GDP),Urbanization Rate (%),Renewable Energy Usage (%),Inflation Rate (%),Average Temperature (°C),Freedom of Press Index,Foreign Direct Investment (USD Billions),Median Age,Education Index.1,Poverty Rate (%),Military Expenditure (% of GDP),Carbon Emissions (Tonnes per Capita),Renewable Energy (%),Tourism Revenue (Billions USD),Transportation Infrastructure Index,Housing Price Index,Currency Strength (vs USD),Work-Life Balance Score,Average Work Hours per Week,Corruption Index,Political Stability Index,Happiness Index,Innovation Index,Startup Ecosystem Score,Higher Education Enrollment (%),Female Labor Participation (%),Gender Equality Index,Crime Severity Index,Environmental Performance Index,Public Debt (% of GDP).1,Trade Balance (Billions USD),Number of Patents Filed
Oceania,Fiji,Suva,Very High,93,44.1614557,5.6,24.76,50816,69.77512783,39,67,567.5,73.83509588,93.38413708,81.90382823,72,83,40.00099795,21.60118593,43.40503073,5.073770439,30.00311751,12.22217764,124.6,36.31789973,0.527442688,19.79451029,6.982630224,11.72061294,72.59386555,482.2032009,0.071119526,141.9462452,0.983966009,9.960722443,49.52868325,38.45268264,-0.095917673,3.92961176,87.90560506,4.535283198,71.3051285,41.84443085,0.211362246,8.426653249,78.3027469,143.6267501,-69.12617275,41771
Africa,South Africa,Western Cape,Low,75,49.22349083,3.7,3.04,29236,96.94597001,307,106,741.9,56.7868862,49.06273593,79.53057093,58,74,126.3403575,94.16329087,13.89353636,13.81282786,35.72251044,2.470610881,37.1,33.64867215,0.137422669,31.0432123,8.88563855,7.571139065,16.87364858,138.5534366,0.117446922,131.8957758,0.15060097,0.739051032,35.58893128,84.14618244,2.220803994,7.865552831,21.07020293,4.877572323,94.33351003,72.84616472,0.826732123,0.006583824,16.32817384,9.274795709,44.37501336,20809
South America,Chile,Santiago,Very High,50,36.32112945,5,21.04,64364,72.01844568,31,46,1348,52.49396746,48.90258613,78.24383431,83,58,50.68724077,62.42476682,46.53812328,3.105752205,5.825865269,29.57636432,186.5,41.07786828,0.092199658,9.362662919,7.14423401,7.361838322,35.14631984,48.94496277,0.473133604,120.3386469,1.703589048,9.21223534,35.02128749,37.55502947,-2.154771366,5.095522384,60.54765899,1.991620191,30.95600482,76.94126966,0.986834823,7.517307222,83.25943058,263.7737963,-9.268471742,36626
North America,Canada,Ontario,Very High,61,34.81224876,6.8,8.97,20448,94.86434172,195,141,1093.1,59.20889043,73.29565692,48.23939508,85,45,90.77953054,74.26328632,51.99817581,2.352143667,-7.938108286,27.06736378,131.5,39.83604896,0.962832829,42.75145698,6.008635836,16.25695497,5.783126391,53.60390735,0.272218244,50.4974394,1.302085975,9.508109415,33.77734663,78.628408,2.241199101,5.78321923,50.6549698,1.833138268,1.175280094,22.33618175,0.905811409,5.793358311,88.48778734,3.296034877,-303.7058213,49257
Europe,France,Provence,Medium,63,48.74133667,3.5,23.84,33440,72.56742999,478,0,788.5,60.59197558,78.30961594,89.00877672,81,47,76.25747946,29.74785642,23.88229913,15.09710988,35.31220938,2.423742722,72.1,23.31809261,0.955777794,38.00046924,0.464783242,13.03891595,10.71733187,340.1155149,0.843118176,135.28887,0.188979849,6.340240625,49.20158473,77.49637134,-1.267405974,5.603482646,37.92318695,1.703147352,39.10933758,45.40470947,0.062155939,2.273822955,82.27736322,197.3478734,-96.62201321,34421
Europe,France,Provence,Very High,97,40.25874466,3.6,1.21,77141,83.65229207,226,14,863.8,83.8274281,51.15959439,74.85223928,81,73,38.7177275,78.0083276,57.84734039,0.593580064,-8.1756264,19.59793895,95.5,24.18411356,0.792613863,42.12353026,3.121434113,15.58330904,1.383308465,201.4053282,0.971190274,50.44930686,1.450100311,7.935989715,44.46393846,52.22075393,-0.392645392,3.746433598,99.59589117,5.107491872,24.52063042,46.24385042,0.851764535,5.760443105,30.570451,32.71300671,166.7365641,32265
Antarctica,Antarctica,Antarctica,High,172,7.203255046,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,38.96675067,0.148084908,18.03936154,6.020510972,13.43376698,39.5781132,222.9378584,0.180799579,84.13380291,1.509556808,1.595470794,40.78073516,23.26971514,0.845578952,7.406659805,26.45351373,2.8570298,57.43096978,51.47631845,0.589804373,6.839970618,76.26114443,35.98533335,359.6891754,28929
Antarctica,Antarctica,Antarctica,Very High,50,22.75971618,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,24.87395713,0.637962527,14.20846958,2.100810686,6.155587758,77.60296214,306.4741137,0.158764588,96.79890314,1.152490698,3.683066465,56.28862729,21.23828774,-2.10943578,3.005887925,77.78723207,7.770796298,19.67572257,89.81020547,0.449996897,0.410760169,14.14999029,158.2048395,-83.44540838,25948
Africa,Kenya,Mombasa,Very High,114,36.30414224,7.8,2.65,61527,98.52357626,85,133,318,57.80050533,88.97904301,62.33619269,75,88,58.86050806,21.4571185,27.10602183,6.997654346,15.98577419,11.45671464,18.1,40.9281644,0.146164443,21.87847636,7.342612667,9.32900293,49.56295598,468.8417075,0.617435398,156.7076259,0.829521926,4.105868147,32.39411642,28.98322995,-1.298445851,2.949322815,41.71920796,7.415114421,79.76852569,71.37104959,0.313067687,5.804855383,5.895649018,229.0113216,106.4013978,17606
Antarctica,Antarctica,Antarctica,Low,59,41.0928949,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,41.59244139,0.199107728,35.5810735,5.932164509,10.90007624,97.65963262,14.13768157,0.207240146,57.52853456,0.226193633,5.198052614,27.29513914,43.51152942,1.228502654,2.18676388,53.07912396,9.165237966,47.24696127,87.8975413,0.60756249,5.239010789,24.21323727,89.11648988,118.6972525,41643
Europe,France,Île-de-France,Low,121,25.0142796,4.6,16.57,72791,58.47624734,310,92,873.1,52.82129922,50.32008811,85.46461916,66,75,58.0807776,21.53768831,52.71307923,3.595140935,26.3521912,27.2491171,16.2,44.9470951,0.003619575,17.16354796,6.865510029,0.741038753,61.09732193,406.363403,0.279764036,182.4451449,0.764498604,4.313857767,53.97988508,42.87926658,-0.346214539,6.021693103,4.288406181,1.450606945,9.480655441,92.25901615,0.782597905,4.453418365,52.37878334,276.5932066,234.2840299,13939
Antarctica,Antarctica,Antarctica,Low,190,28.38465858,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,18.0898289,0.825909924,38.93607661,1.547678741,4.197830818,22.41323213,107.8139948,0.129344533,66.72890508,1.002577359,1.452535661,31.77757891,16.44548657,-1.948781521,7.072635078,89.55587879,5.173456074,64.66088685,56.99269757,0.670946415,1.007477214,73.30572509,140.6280998,1.455572273,22464
Antarctica,Antarctica,Antarctica,Medium,123,28.75018121,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,26.46632132,0.784847904,10.2783204,6.225433488,9.53955383,62.54533406,303.0090664,0.984149006,69.70778093,1.40143749,2.605682453,42.46620084,54.64573186,-0.175782143,1.875490129,94.11370315,4.776715779,23.36033089,83.51446821,0.621617102,2.927019676,40.89555969,195.3679683,-477.416909,5832
Asia,China,Shanghai,High,199,36.14606104,6.7,13.86,65443,73.90555552,437,67,880.1,59.4654392,53.54787899,50.83977018,43,54,136.8085139,44.48778518,57.89439482,17.63308575,13.25773163,10.50135927,119.7,30.03582177,0.429293532,26.65404843,2.197847842,5.440067455,48.3909062,126.3854406,0.844302988,133.2690644,0.70212207,3.666862418,26.42379629,15.78815108,-1.939029145,6.757257469,8.466026446,4.504866459,23.99370054,27.16340966,0.809431794,8.307109923,58.9994282,256.2520399,-489.7059646,48787
North America,Mexico,Jalisco,Very High,108,20.70073763,8,17.85,78421,51.5432022,370,48,457.4,79.35038732,54.90093193,94.98060005,86,72,110.7763248,44.19923631,35.88335189,3.902981597,-0.561141236,1.271476467,133.2,46.93217162,0.320565739,25.67754818,1.461818913,15.68347114,48.78042469,429.8562511,0.498882062,129.3097073,0.686177481,5.226045902,56.79416042,56.21418682,1.620540328,5.136848189,21.19176211,4.36101476,76.59691943,31.95649649,0.252,1.277892752,96.99131062,156.2120673,-77.6072634,35944
Antarctica,Antarctica,Antarctica,Medium,173,39.83888825,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,27.39583985,0.801420347,46.76056084,5.52659339,12.72512473,82.4162864,214.9173442,0.038944576,74.47158257,1.977716602,1.299495111,28.22004583,47.12761111,1.355273502,7.885198598,49.25104211,6.3136627,79.66662909,18.57808145,0.842175986,6.696509113,9.957638528,124.4303309,-167.6470965,3269
Africa,Kenya,Nairobi,Very High,118,28.62828006,5.8,18.08,42873,77.28508987,436,94,463.8,62.43204102,80.96246176,76.33349059,64,46,99.53924676,42.24781138,19.85603228,15.15782148,31.39023967,7.481841702,37.2,41.13821569,0.574056655,3.697451218,7.166569736,3.903795942,65.47678222,5.069743273,0.359105903,131.1545099,1.278484021,7.605493212,33.67758641,55.25324872,1.225673269,4.490720421,88.93788624,1.464539892,63.69054748,18.01190893,0.792016757,2.925654953,91.69974769,175.9984623,340.6015205,1146
Asia,South Korea,Seoul,Very High,72,39.14792644,6.5,16.59,28498,73.1897832,95,83,742.8,70.12876703,37.90650994,44.94703336,77,54,68.55181512,49.00338727,13.12290539,16.03658182,-3.928227999,17.42286305,69.2,23.47745422,0.701196614,27.66582111,9.039690342,8.809661191,71.56630805,399.9505207,0.730525735,102.1922634,1.21993831,6.443301043,54.79099461,85.02784324,-1.27087798,5.353562128,66.31682645,4.908415841,23.12162845,99.42701778,0.616077824,4.185572543,81.78343534,219.8367923,-5.919518652,3346
North America,Mexico,Jalisco,Very High,82,10.60881044,4.8,18.98,63223,77.09866677,492,27,487.3,76.08035919,73.10939157,88.26082363,58,52,51.09695112,39.91977348,41.73607587,17.09085147,14.61209714,15.74948388,93.7,22.46506245,0.5121496,15.33491217,4.606311123,18.0836418,9.372960924,122.8241488,0.054754438,70.85249606,1.31383708,3.580122091,25.28929754,20.36122601,1.724998611,8.168669815,59.30273514,3.798202851,31.69918494,98.6554372,0.898422366,4.892965795,48.59696861,246.2078016,475.2948578,2734
North America,Canada,Ontario,High,87,15.34039504,6.8,5.72,26899,86.62536827,450,72,1137,73.51854431,66.70658382,53.76435328,47,77,109.7018492,73.48089964,39.97388772,11.94307224,-14.57890166,26.17445284,67,37.30422972,0.638460605,7.622094217,1.917931414,2.725363837,81.94342741,18.34719156,0.247402884,108.1244466,1.856329341,9.304059716,29.58621692,80.94120785,0.824367245,9.91733117,20.01386413,3.445191264,16.76688311,62.01569038,0.381500034,8.428553033,55.82016343,13.34822468,346.6718971,36154
Europe,Germany,Bavaria,High,142,13.68493175,5.7,1.47,31326,71.57516034,277,72,469.6,60.34733588,48.36075078,50.67113746,31,84,140.8604306,20.6650959,12.90557807,6.547701362,-11.96136551,2.298372963,55.1,21.04196611,0.67287957,34.67939672,9.926598304,18.63141579,90.59489191,478.8899468,0.84017684,51.19372066,0.292540901,6.655617815,23.68304251,89.90057166,-2.465071914,3.462067637,29.78040555,7.496100488,29.14485755,45.92667725,0.027996794,2.827794205,58.59195204,279.7774961,136.4318629,39636
Europe,Germany,Bavaria,Very High,81,13.53575973,3.3,20.11,48634,53.3923318,100,115,879.5,82.81013955,35.10778173,64.18737888,71,50,59.07502431,62.53356378,10.22736214,1.135025674,-2.708348782,22.75439933,148.7,34.36772302,0.031871998,27.37127305,8.35945315,5.027680228,26.74783196,432.3764161,0.598038801,129.3616342,1.860763643,9.11331195,49.26401559,81.8268802,-0.502923458,0.335203814,2.285928606,0.697141598,60.76767468,66.52103842,0.401534021,7.753415664,4.111487618,81.58584548,-486.6351332,9739
North America,United States,California,Medium,197,16.93476828,6.4,17.46,54073,61.19736537,153,7,24.9,50.35446139,58.27902718,66.64944648,88,52,43.70553856,75.4652689,20.31469505,17.42987557,6.616248912,4.224298625,44.5,27.20981496,0.569564889,39.1693451,9.591513891,13.74177592,53.89093189,266.7592438,0.452991415,110.8358811,1.109715906,4.532225456,34.48559404,80.29775999,0.351471055,8.806754063,43.81566096,8.17715399,25.53269812,10.53971357,0.154552719,5.777011213,47.2856545,100.8991778,-261.7410286,20074
Europe,Spain,Andalusia,Very High,188,35.58360211,6.9,14.07,44328,63.96293581,406,19,1372.4,81.64297678,62.24671642,81.44151622,60,83,102.2703692,88.63198449,19.23591077,7.471089009,3.066671029,23.11285381,99.5,33.05554608,0.442725018,1.290831072,4.964658316,2.760040939,59.97356766,69.70172581,0.413289578,60.36801974,0.132935611,1.43725547,51.93374427,22.69540823,2.376015053,6.113539396,76.55568318,6.081597754,91.98889975,56.24451365,0.898308082,7.18220475,95.50056767,284.1237235,-232.7416684,44421
North America,Mexico,Mexico City,Very High,174,48.06407181,6.3,7.36,52244,53.11406028,353,124,950.4,64.30991952,34.62778352,63.44765194,58,63,139.4160678,84.39122985,12.05092074,16.78790817,35.90275236,0.751721436,112.5,20.28588976,0.320140717,6.917675488,9.77299316,15.33243288,84.61758173,190.303173,0.775548071,173.0839107,1.806727853,7.655467903,35.99836452,18.11264414,-2.066827742,8.199243031,49.34063139,6.487475865,94.82469998,81.0924774,0.891611956,6.85817919,54.52804155,137.777949,91.67390204,33014
Asia,India,Maharashtra,High,85,30.80470489,8,15.29,22905,59.02939742,63,66,445.6,62.48229873,38.84242533,53.61958624,89,70,25.34100668,61.22848222,7.192344395,3.650396532,-1.7232904,27.27634978,197.3,18.43401321,0.131300594,11.0465192,0.212234477,16.23037742,28.77543482,491.2648588,0.957780068,142.3015977,0.782851213,2.409393388,40.89648878,34.6627048,1.287958794,6.639938416,29.91760811,4.297107662,10.73169532,89.19573251,0.433104883,5.062277262,80.49280721,213.8286464,491.4456389,49569
Africa,South Africa,Gauteng,Very High,162,40.23217077,4.7,2.26,16288,83.25218963,20,3,646.3,72.4967741,47.41903276,88.76843037,61,53,119.7751575,38.49662526,53.05223528,10.3400204,37.68864027,4.368005787,83.9,23.085976,0.464702078,3.182269152,9.603696852,0.106415803,96.62935513,124.0073841,0.862808116,70.98795766,1.307880702,2.580058414,48.56942973,37.66232238,-1.025339548,3.18245633,47.25096036,1.135897171,23.07868518,13.40466567,0.047912125,0.572334605,64.70229836,93.13736598,-45.60480082,48904
South America,Colombia,Bogotá,Medium,144,29.77074662,4.6,20.38,18377,83.31248723,308,145,1367.9,79.51262665,35.47846964,94.56126341,71,68,64.03144947,32.8908186,46.14944706,9.036336085,-10.36880274,10.04712741,88.4,38.48433245,0.35001424,23.55267503,5.896314496,0.065671454,47.86499506,206.4724398,0.987849542,100.5761322,1.496309746,5.529866747,30.9043157,74.30949264,1.192948813,9.771294005,43.95992831,0.058905208,43.17094858,71.00891398,0.236961825,8.513900272,12.90185268,296.043114,339.6155521,47090
Antarctica,Antarctica,Antarctica,Very High,103,27.39152544,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,47.29839472,0.38273567,17.20052865,2.168854687,7.952499936,96.17706776,276.267945,0.475896942,104.7679609,1.082777804,7.825546003,36.50499029,50.96931009,-1.691738038,9.315498357,93.20372151,4.700247697,70.7902331,93.92771446,0.262289208,8.456384334,28.82782697,256.5997542,-261.884022,1985
Antarctica,Antarctica,Antarctica,Very High,54,14.26038479,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,36.88908132,0.087706543,9.523796065,8.344184939,12.15195764,15.41546315,100.4331217,0.711410853,176.2662131,1.932052478,3.244603531,32.80301051,8.474834183,-1.708600621,8.786653248,12.83757887,4.547107505,18.72212736,33.42738968,0.630159913,2.240033773,57.79464834,61.66515406,-182.0266925,37115
Europe,France,Île-de-France,Low,105,47.04024645,7,11.9,36647,94.64148178,361,56,1176.1,82.25141238,76.28570509,91.97009725,39,75,120.5061011,25.67455361,49.43674435,8.862783844,0.064884818,29.97227348,155,35.60527541,0.116594745,47.52772444,5.884492801,14.43418067,3.808842431,448.8853703,0.835542164,181.5563006,0.324524258,5.997069758,55.16132652,91.18889149,1.561896999,5.223172827,30.87254556,3.418238723,21.5297717,16.15696566,0.439634891,3.153287593,9.862594484,34.36477263,-112.3220675,19552
Oceania,New Zealand,Auckland,Medium,146,9.570750846,3.9,19.5,39006,88.58948121,404,39,1099.4,64.0448267,34.25019499,57.78338363,60,64,29.12085824,96.05122779,45.6660209,1.597229023,-10.29612774,3.109655978,20.2,26.99113219,0.215126465,0.602891344,2.24237675,9.306335378,38.04787044,272.2742417,0.823730049,167.0119971,0.829230659,2.194577187,40.31816135,13.68813029,-0.357988207,7.83426171,86.77630372,4.534621353,11.86962165,91.17535587,0.991115711,2.000015487,22.30033202,285.7896704,45.73153351,9785
Antarctica,Antarctica,Antarctica,Low,93,5.402689218,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,48.77860468,0.568650752,37.8725033,0.344491675,14.02711162,91.82267601,269.5300956,0.95431287,171.4869568,1.621547389,6.113012051,58.63279027,73.99912077,0.749054548,5.860083663,75.57150327,5.371533689,78.9667799,48.4653964,0.98566633,0.221427479,14.19662745,21.88943544,-324.7357611,37288
North America,Mexico,Jalisco,Very High,150,48.77074495,4.2,13.93,64316,55.6106512,421,60,650.6,83.3805275,34.57416715,80.63396721,78,60,128.6987041,50.57910313,23.27153629,3.579114153,-5.785709206,18.85008995,176.6,44.04374301,0.769887675,11.49348769,6.726945021,9.939909491,34.44812381,134.3348486,0.124342592,77.17521917,0.525004128,0.573272371,45.53664683,92.53636576,-1.090548176,6.498858737,58.67139721,9.067919358,22.56224458,36.17838349,0.921584923,9.89959063,59.02660229,238.0536237,-216.0688163,10939
North America,Mexico,Mexico City,Low,173,17.46385621,5.7,11.36,74467,70.34076605,339,133,1231.8,64.76438411,90.41336265,57.27337258,87,82,42.44122303,62.80194571,51.90687514,15.07045572,23.90403329,8.867278902,134.7,20.74430063,0.719080953,37.98530785,4.045803053,6.849758128,63.04055595,389.3855193,0.789257501,144.7721832,0.130897116,2.019359322,40.09874416,93.01713699,2.449107149,4.801842658,4.722131038,7.069669304,84.71205225,55.38430845,0.161854178,5.736406237,38.7439453,212.8218119,23.17043277,18639
North America,Mexico,Jalisco,Very High,117,45.9796628,3.9,16.26,24302,64.05339553,463,1,1145.9,54.88666639,90.31829031,49.22526686,69,70,105.5208487,69.7252448,9.333786407,9.481245709,-5.863012923,10.44516527,174,37.18365434,0.307210286,44.88119092,2.505044505,14.45803627,92.65499974,251.1688702,0.211755118,116.7195355,1.269042658,6.994821986,33.92432034,75.10647753,1.721662851,3.15402955,92.32848794,6.612618184,48.16360061,34.39649012,0.216209885,0.257295152,26.93773473,99.90636304,380.2756355,20406
Oceania,Fiji,Suva,Low,88,12.84216667,5.7,10.3,30457,65.27650215,325,39,1199.6,74.97973713,40.22851989,84.41023498,45,74,21.406804,24.32310533,59.0283871,0.276840783,4.64923318,7.390303671,158.1,46.53454172,0.48663155,48.09405338,1.71687505,11.02895981,60.83494118,190.3402291,0.728252404,82.30246359,0.672809863,5.138987025,49.70541653,32.81897481,0.624426011,1.79249442,86.77572818,0.827888669,91.75454743,63.68113313,0.458662904,9.544346773,72.08119501,143.2082328,-215.1784579,34722
Africa,South Africa,Gauteng,High,62,30.62108681,5,10.63,12334,94.42647605,276,92,721.3,75.15792338,54.14850787,74.56156537,59,89,33.90432931,29.96845522,14.2218753,11.78786418,23.75130555,8.300847385,13,35.13868327,0.157106684,5.33979621,4.721100556,17.8822072,80.39544138,366.9327527,0.442617605,183.6976385,1.204071858,7.624268853,50.71023095,98.6368081,1.101252246,4.761388915,42.48295094,3.017611401,3.810599704,62.26879913,0.765922461,0.625369423,28.43357054,14.95344628,276.2010699,17156
Asia,India,Delhi,High,128,11.49598723,6.8,19.23,28199,86.73930671,462,9,1298.7,72.69761284,52.36801914,91.00771475,49,43,69.65304128,93.99098074,7.089964369,14.21176834,-18.63569147,7.322103162,158.6,42.68745532,0.521506448,42.90179329,0.593191318,16.07430989,83.03579432,293.3257927,0.389454669,64.65655104,1.80774275,7.288916506,26.95400845,28.85616559,-0.428895695,1.970718449,73.5539111,3.697090706,16.71185968,62.57638709,0.536483822,9.615332542,96.21338722,262.9462296,251.7305943,40143
South America,Chile,Santiago,High,77,37.46641924,3.1,9.5,34389,55.7396267,144,117,996.8,83.93185584,58.80023707,97.35094529,80,88,92.13952189,93.45326704,50.56569031,14.61145742,37.9044093,17.9270909,191.1,45.81186729,0.221716305,30.24185636,0.277793251,17.92758019,57.54017455,370.0639901,0.235764541,164.2707418,0.624979731,6.869463593,39.16637327,90.93067569,-1.927763827,9.771847497,80.4330582,9.773449444,18.48937617,99.47530216,0.231416708,8.267443813,93.09283265,30.27795816,23.33719839,44548
Africa,Kenya,Nairobi,Low,99,24.37170694,3.2,20.01,43073,68.54781496,102,110,272.6,74.99648392,41.10520871,58.69393717,76,41,131.7224359,71.48223013,24.8355513,1.189360931,22.55061975,12.47655352,11,25.33481481,0.510839554,20.44441722,5.542731523,9.802944439,55.26744319,275.8063796,0.570185718,191.1485786,1.252806272,0.285321387,45.96210045,61.71859823,-1.24030385,9.967081206,48.12390469,8.173590445,16.00209223,84.21067366,0.884878197,2.542094963,16.12972225,23.83093323,-144.8125743,22255
Asia,India,Delhi,High,62,21.27260627,7.9,7.24,13193,73.4613095,236,127,1384.5,79.01242877,83.77386522,85.69847514,73,52,51.59130286,85.48310991,24.28841754,6.316957606,-0.114249529,22.77055905,194.3,21.95853539,0.959881289,37.49742795,9.236365253,0.034263115,93.55445875,216.4785543,0.826986932,158.4024321,0.231848768,6.858613823,20.74417673,7.43111952,-2.47543659,3.428459658,7.388495352,3.82835822,18.51205425,63.37064834,0.522459612,5.453262852,66.98499452,228.395797,18.43472404,29283
